Date,Feeder_ID,Temperature,Input_Energy_MWh,Billed_Energy_MWh,Loss_%
2025-07-03,F2,4.73,1426.54,1122.76,21.3
2025-07-04,F2,3.8,1396.44,1154.79,17.3
2025-07-05,F2,2.44,1379.21,1158.15,16.03
2025-07-06,F2,2.77,1390.55,1119.58,19.49
2025-07-07,F2,6.1,1320.77,1058.43,19.86
2025-07-08,F2,5.06,1298.83,1055.08,18.77
2025-07-09,F2,2.59,1348.93,1061.16,21.33
2025-07-10,F2,3.7,1343.05,1050.14,21.81
2025-07-11,F2,3.78,1340.38,1067.64,20.35
2025-07-12,F2,1.45,1408.0,1129.22,19.8
2025-07-13,F2,1.2,1394.37,1106.17,20.67
2025-07-14,F2,-0.23,1307.79,1054.25,19.39
2025-07-15,F2,0.23,1298.57,1075.77,17.16
2025-07-16,F2,0.43,1401.89,1168.56,16.64
2025-07-17,F2,-1.86,1489.47,1172.9,21.25
2025-07-18,F2,-0.83,1402.37,1155.48,17.61
2025-07-19,F2,1.16,1357.09,1057.88,22.05
2025-07-20,F2,0.53,1425.83,1161.27,18.55
2025-07-21,F2,-2.2,1538.68,1200.44,21.98
2025-07-22,F2,0.01,1338.05,1055.35,21.13
2025-07-23,F2,1.19,1405.37,1146.85,18.39
2025-07-24,F2,-0.82,1372.75,928.02,32.4
2025-07-25,F2,-2.92,1606.99,1266.52,21.19
2025-07-26,F2,-2.06,1492.56,1202.95,19.4
2025-07-27,F2,1.08,1368.47,1119.28,18.21
2025-07-28,F2,-0.43,1390.05,1118.11,19.56
2025-07-29,F2,-3.29,1451.84,1147.37,20.97
2025-07-30,F2,-2.84,1518.27,1216.47,19.88
2025-07-31,F2,0.21,1337.14,1059.86,20.74
2025-08-01,F2,-2.91,1552.41,1252.88,19.29
2025-08-02,F2,-1.73,1478.54,1195.53,19.14
2025-08-03,F2,-4.27,1542.11,1271.95,17.52
2025-08-04,F2,-0.94,1384.26,1194.08,13.74
2025-08-05,F2,-5.41,1495.13,1249.14,16.45
2025-08-06,F2,-6.35,1611.64,1262.25,21.68
2025-08-07,F2,-6.21,1675.86,1341.18,19.97
2025-08-08,F2,-4.32,1648.65,1030.07,37.52
2025-08-09,F2,1.8,1414.33,1158.9,18.06
2025-08-10,F2,-4.88,1572.49,1249.64,20.53
2025-08-11,F2,-4.01,1632.34,1368.94,16.14
2025-08-12,F2,-4.72,1550.48,1263.79,18.49
2025-08-13,F2,-6.98,1620.81,1262.84,22.09
2025-08-14,F2,-2.63,1451.29,1173.89,19.11
2025-08-15,F2,-5.28,1608.64,1314.48,18.29
2025-08-16,F2,-5.54,1499.36,1147.29,23.48
2025-08-17,F2,-6.71,1661.0,1391.76,16.21
2025-08-18,F2,-6.36,1751.41,1454.93,16.93
2025-08-19,F2,-6.09,1563.51,1244.88,20.38
2025-08-20,F2,-4.31,1592.06,1266.1,20.47
2025-08-21,F2,-5.99,1667.81,1359.95,18.46
2025-08-22,F2,-6.56,1754.8,1438.51,18.02
2025-08-23,F2,-8.53,1772.43,1458.47,17.71
2025-08-24,F2,-6.68,1691.49,1327.15,21.54
2025-08-25,F2,-7.13,1577.99,1292.86,18.07
2025-08-26,F2,-11.06,1861.88,1487.65,20.1
2025-08-27,F2,-8.05,1741.9,1399.5,19.66
2025-08-28,F2,-11.51,1836.48,1495.82,18.55
2025-08-29,F2,-10.22,1769.83,1493.86,15.59
2025-08-30,F2,-10.31,1797.15,1390.77,22.61
2025-08-31,F2,-9.33,1753.59,1428.77,18.52
2025-09-01,F2,-11.33,1866.56,1562.56,16.29
2025-09-02,F2,-5.11,1591.78,1227.55,22.88
2025-09-03,F2,-4.21,1555.7,1287.2,17.26
2025-09-04,F2,-8.26,1692.38,1347.46,20.38
2025-09-05,F2,-8.47,1725.95,1415.79,17.97
2025-09-06,F2,-7.41,1665.35,1327.26,20.3
2025-09-07,F2,-11.18,1824.53,1483.24,18.71
2025-09-08,F2,-8.24,1719.02,1357.85,21.01
2025-09-09,F2,-10.16,1751.13,1409.07,19.53
2025-09-10,F2,-7.64,1748.18,1392.18,20.36
2025-09-11,F2,-7.02,1683.77,1350.37,19.8
2025-09-12,F2,-9.07,1694.74,1357.64,19.89
2025-09-13,F2,-11.3,1832.84,1528.79,16.59
2025-09-14,F2,-11.85,1761.99,1393.82,20.9
2025-09-15,F2,-6.35,1568.11,1277.61,18.53
2025-09-16,F2,-10.17,1742.92,1427.51,18.1
2025-09-17,F2,-8.36,1703.75,1373.76,19.37
2025-09-18,F2,-8.46,1754.87,1426.3,18.72
2025-09-19,F2,-9.42,1779.37,1418.07,20.3
2025-09-20,F2,-8.58,1703.61,1388.3,18.51
2025-09-21,F2,-10.91,1790.51,1423.99,20.47
2025-09-22,F2,-10.68,1863.1,1494.57,19.78
2025-09-23,F2,-7.47,1675.57,1357.64,18.97
2025-09-24,F2,-10.1,1836.62,1525.26,16.95
2025-09-25,F2,-9.09,1703.02,1373.05,19.38
2025-09-26,F2,-12.29,1874.86,1583.59,15.54
2025-09-27,F2,-11.32,1831.1,1475.32,19.43
2025-09-28,F2,-11.75,1923.05,1588.18,17.41
2025-09-29,F2,-11.1,1806.29,1491.87,17.41
2025-09-30,F2,-14.12,2002.33,1335.75,33.29
2025-10-01,F2,-13.99,1965.6,1575.42,19.85
2025-10-02,F2,-7.92,1601.87,1302.97,18.66
2025-10-03,F2,-9.56,1725.35,1475.39,14.49
2025-10-04,F2,-8.86,1708.02,1439.78,15.7
2025-10-05,F2,-10.82,1837.47,1458.26,20.64
2025-10-06,F2,-10.6,1781.51,1430.61,19.7
2025-10-07,F2,-8.37,1632.41,1275.62,21.86
2025-10-08,F2,-11.94,1863.52,1498.05,19.61
2025-10-09,F2,-12.01,1901.24,1547.44,18.61
2025-10-10,F2,-9.23,1726.78,1409.58,18.37
2025-10-11,F2,-12.17,1840.88,1471.47,20.07
2025-10-12,F2,-3.85,1483.26,1208.27,18.54
2025-10-13,F2,-8.84,1763.02,1356.34,23.07
2025-10-14,F2,-11.72,1839.1,1471.04,20.01
2025-10-15,F2,-5.41,1633.4,1325.37,18.86
2025-10-16,F2,-9.69,1728.48,1367.24,20.9
2025-10-17,F2,-8.11,1692.31,1346.77,20.42
2025-10-18,F2,-7.7,1712.39,1413.3,17.47
2025-10-19,F2,-10.34,1720.37,1403.98,18.39
2025-10-20,F2,-10.01,1746.42,1464.49,16.14
2025-10-21,F2,-5.05,1608.17,1286.93,19.98
2025-10-22,F2,-6.63,1607.09,1260.25,21.58
2025-10-23,F2,-10.01,1801.41,1417.1,21.33
2025-10-24,F2,-6.23,1761.72,1462.26,17.0
2025-10-25,F2,-7.31,1731.22,1195.62,30.94
2025-10-26,F2,-7.39,1574.44,1247.72,20.75
2025-10-27,F2,-10.65,1890.08,1507.74,20.23
2025-10-28,F2,-6.14,1602.31,1272.33,20.59
2025-10-29,F2,-11.71,1776.63,1464.63,17.56
2025-10-30,F2,-4.11,1575.55,1245.85,20.93
2025-10-31,F2,-9.97,1769.05,1387.61,21.56
2025-11-01,F2,-10.88,1800.96,1416.54,21.35
2025-11-02,F2,-9.24,1739.02,1358.78,21.86
2025-11-03,F2,-8.13,1675.36,1356.42,19.04
2025-11-04,F2,-4.72,1562.3,1242.37,20.48
2025-11-05,F2,-6.01,1628.18,1306.65,19.75
2025-11-06,F2,-9.1,1757.07,1416.56,19.38
2025-11-07,F2,-10.24,1757.71,1480.59,15.77
2025-11-08,F2,-5.79,1627.42,1272.9,21.78
2025-11-09,F2,-8.72,1682.81,1366.38,18.8
2025-11-10,F2,-7.14,1651.36,1305.58,20.94
2025-11-11,F2,-5.7,1656.81,1343.78,18.89
2025-11-12,F2,-8.61,1711.02,1321.82,22.75
2025-11-13,F2,-6.35,1612.59,1279.79,20.64
2025-11-14,F2,-13.02,1934.44,1544.68,20.15
2025-11-15,F2,-4.86,1595.11,1245.02,21.95
2025-11-16,F2,-5.1,1505.25,1240.52,17.59
2025-11-17,F2,-6.56,1630.88,1337.03,18.02
2025-11-18,F2,-5.03,1574.81,1316.5,16.4
2025-11-19,F2,-3.64,1568.78,1322.17,15.72
2025-11-20,F2,-6.36,1582.54,1277.72,19.26
2025-11-21,F2,-4.85,1669.49,1330.76,20.29
2025-11-22,F2,-4.29,1585.14,1295.33,18.28
2025-11-23,F2,-2.81,1441.65,1142.21,20.77
2025-11-24,F2,-4.22,1594.04,1284.1,19.44
2025-11-25,F2,-4.51,1511.97,1251.29,17.24
2025-11-26,F2,-2.75,1426.32,1211.78,15.04
2025-11-27,F2,-1.1,1353.27,1078.42,20.31
2025-11-28,F2,-3.57,1431.21,1144.68,20.02
2025-11-29,F2,-2.24,1409.91,1136.32,19.41
2025-11-30,F2,-1.45,1364.23,1068.22,21.7
2025-12-01,F2,-5.07,1571.81,1248.47,20.57
2025-12-02,F2,-3.53,1488.72,1180.76,20.69
2025-12-03,F2,-0.59,1403.77,1158.98,17.44
2025-12-04,F2,-2.52,1529.93,1235.95,19.22
2025-12-05,F2,-1.83,1336.01,1115.78,16.48
2025-12-06,F2,-2.1,1472.4,1196.95,18.71
2025-12-07,F2,-0.19,1408.38,1208.55,14.19
2025-12-08,F2,-1.84,1426.34,1167.73,18.13
2025-12-09,F2,-1.38,1381.74,1107.77,19.83
2025-12-10,F2,1.23,1399.0,1167.0,16.58
2025-12-11,F2,-0.27,1369.52,1067.22,22.07
2025-12-12,F2,2.2,1351.57,1096.9,18.84
2025-12-13,F2,-3.53,1510.84,1218.15,19.37
2025-12-14,F2,3.85,1397.68,1119.59,19.9
2025-12-15,F2,1.09,1353.64,1105.48,18.33
2025-12-16,F2,1.94,1374.51,1062.89,22.67
2025-12-17,F2,2.66,1276.46,998.63,21.77
2025-12-18,F2,3.74,1263.78,999.81,20.89
2025-12-19,F2,-0.82,1464.34,1139.08,22.21
2025-12-20,F2,-0.24,1414.17,1175.94,16.85
2025-12-21,F2,4.85,1270.72,984.04,22.56
2025-12-22,F2,1.87,1391.27,1159.86,16.63
2025-12-23,F2,3.53,1397.45,1144.0,18.14
2025-12-24,F2,-0.32,1384.41,1119.8,19.11
2025-12-25,F2,7.05,1425.94,1156.54,18.89
2025-12-26,F2,5.05,1408.23,1117.42,20.65
2025-12-27,F2,5.2,1270.27,1040.84,18.06
2025-12-28,F2,2.66,1340.18,1096.62,18.17
2025-12-29,F2,3.72,1410.09,1142.76,18.96
2025-12-30,F2,3.45,1448.78,1161.65,19.82
2024-01-01,F3,4.1,1451.58,1147.03,20.98
2024-01-02,F3,5.75,1390.38,1071.38,22.94
2024-01-03,F3,3.1,1558.78,1246.75,20.02
2024-01-04,F3,7.49,1553.79,1212.33,21.98
2024-01-05,F3,9.57,1392.92,891.58,35.99
2024-01-06,F3,5.07,1504.74,1189.26,20.97
2024-01-07,F3,6.74,1490.76,1208.3,18.95
2024-01-08,F3,7.01,1471.91,1169.67,20.53
2024-01-09,F3,7.38,1486.5,1141.43,23.21
2024-01-10,F3,8.95,1430.57,1126.94,21.22
2024-01-11,F3,7.14,1433.27,1159.83,19.08
2024-01-12,F3,4.16,1452.35,1170.12,19.43
2024-01-13,F3,12.13,1503.15,1137.51,24.33
2024-01-14,F3,9.36,1432.91,1088.3,24.05
2024-01-15,F3,11.2,1529.02,1224.26,19.93
2024-01-16,F3,8.57,1463.22,1140.7,22.04
2024-01-17,F3,11.58,1364.86,902.57,33.87
2024-01-18,F3,9.02,1457.67,1137.62,21.96
2024-01-19,F3,10.79,1435.74,1087.17,24.28
2024-01-20,F3,8.83,1388.45,1106.86,20.28
2024-01-21,F3,10.67,1431.28,1105.64,22.75
2024-01-22,F3,10.85,1503.93,1184.73,21.22
2024-01-23,F3,9.23,1450.37,1172.41,19.17
2024-01-24,F3,8.65,1435.98,1184.98,17.48
2024-01-25,F3,11.16,1389.5,1080.16,22.26
2024-01-26,F3,12.29,1411.46,1104.16,21.77
2024-01-27,F3,12.43,1428.5,1122.12,21.45
2024-01-28,F3,11.73,1412.87,1095.65,22.45
2024-01-29,F3,14.85,1481.09,1178.96,20.4
2024-01-30,F3,13.49,1310.35,999.06,23.76
2024-01-31,F3,15.83,1480.16,1116.29,24.58
2024-02-01,F3,10.41,1443.19,1137.18,21.2
2024-02-02,F3,9.71,1437.22,1137.92,20.82
2024-02-03,F3,10.05,1520.92,1221.38,19.7
2024-02-04,F3,14.0,1451.39,1166.52,19.63
2024-02-05,F3,15.03,1427.62,1168.28,18.17
2024-02-06,F3,12.47,1488.28,1170.31,21.36
2024-02-07,F3,15.62,1576.87,1243.68,21.13
2024-02-08,F3,16.9,1275.06,995.31,21.94
2024-02-09,F3,13.6,1469.99,1175.39,20.04
2024-02-10,F3,14.43,1477.43,1164.94,21.15
2024-02-11,F3,12.68,1423.79,1166.8,18.05
2024-02-12,F3,14.69,1523.19,1219.05,19.97
2024-02-13,F3,13.79,1468.58,1190.38,18.94
2024-02-14,F3,16.06,1459.0,1167.91,19.95
2024-02-15,F3,14.92,1446.75,915.97,36.69
2024-02-16,F3,15.97,1421.81,1132.45,20.35
2024-02-17,F3,11.86,1470.69,1136.24,22.74
2024-02-18,F3,16.38,1400.19,1081.63,22.75
2024-02-19,F3,17.17,1470.09,1151.41,21.68
2024-02-20,F3,17.44,1438.91,1120.19,22.15
2024-02-21,F3,12.89,1370.81,1092.56,20.3
2024-02-22,F3,15.97,1391.26,1160.01,16.62
2024-02-23,F3,16.56,1457.09,932.44,36.01
2024-02-24,F3,16.41,1487.8,1168.47,21.46
2024-02-25,F3,16.65,1420.59,1118.92,21.24
2024-02-26,F3,14.98,1478.13,1075.81,27.22
2024-02-27,F3,18.17,1432.81,1125.58,21.44
2024-02-28,F3,15.26,1450.68,1211.33,16.5
2024-02-29,F3,17.46,1442.21,1168.86,18.95
2024-03-01,F3,19.94,1418.18,1173.86,17.23
2024-03-02,F3,18.65,1457.36,1160.05,20.4
2024-03-03,F3,15.14,1593.67,1270.85,20.26
2024-03-04,F3,18.75,1486.88,1198.93,19.37
2024-03-05,F3,15.67,1470.21,1225.14,16.67
2024-03-06,F3,19.15,1474.87,1102.69,25.23
2024-03-07,F3,21.91,1409.24,1033.4,26.67
2024-03-08,F3,14.03,1370.72,1151.07,16.02
2024-03-09,F3,18.57,1474.16,1164.17,21.03
2024-03-10,F3,17.82,1477.51,1185.86,19.74
2024-03-11,F3,19.86,1486.77,1117.11,24.86
2024-03-12,F3,14.84,1336.79,1065.21,20.32
2024-03-13,F3,16.68,1468.43,1150.92,21.62
2024-03-14,F3,20.69,1462.95,1179.8,19.35
2024-03-15,F3,19.52,1410.96,1070.15,24.15
2024-03-16,F3,16.07,1389.51,1104.55,20.51
2024-03-17,F3,23.22,1481.92,1189.4,19.74
2024-03-18,F3,19.05,1422.16,1170.59,17.69
2024-03-19,F3,16.14,1466.55,1148.82,21.67
2024-03-20,F3,21.05,1461.22,1166.08,20.2
2024-03-21,F3,16.33,1391.86,1080.61,22.36
2024-03-22,F3,17.6,1469.92,1195.85,18.64
2024-03-23,F3,16.61,1434.44,1134.36,20.92
2024-03-24,F3,22.5,1405.93,1126.05,19.91
2024-03-25,F3,18.13,1483.38,1198.21,19.22
2024-03-26,F3,23.08,1340.82,1072.63,20.0
2024-03-27,F3,22.12,1389.08,1131.26,18.56
2024-03-28,F3,21.9,1423.66,871.2,38.81
2024-03-29,F3,18.67,1417.11,1137.5,19.73
2024-03-30,F3,19.22,1384.0,1058.85,23.49
2024-03-31,F3,16.76,1471.04,1185.61,19.4
2024-04-01,F3,20.64,1369.42,1093.57,20.14
2024-04-02,F3,17.04,1535.61,1235.2,19.56
2024-04-03,F3,18.31,1487.66,1181.49,20.58
2024-04-04,F3,17.17,1375.99,1074.1,21.94
2024-04-05,F3,21.96,1503.12,1202.93,19.97
2024-04-06,F3,20.0,1506.59,1191.75,20.9
2024-04-07,F3,14.85,1352.51,1086.22,19.69
2024-04-08,F3,19.51,1307.02,988.36,24.38
2024-04-09,F3,18.03,1457.05,1136.83,21.98
2024-04-10,F3,19.32,1407.32,1088.79,22.63
2024-04-11,F3,16.0,1432.07,1116.87,22.01
2024-04-12,F3,22.2,1460.06,1134.09,22.33
2024-04-13,F3,19.8,1501.78,1234.35,17.81
2024-04-14,F3,21.94,1472.16,1190.91,19.1
2024-04-15,F3,17.93,1444.11,1155.78,19.97
2024-04-16,F3,22.8,1474.09,1127.79,23.49
2024-04-17,F3,16.22,1556.4,1206.93,22.45
2024-04-18,F3,19.31,1374.78,1072.0,22.02
2024-04-19,F3,20.89,1397.07,1151.13,17.6
2024-04-20,F3,19.41,1453.27,1168.36,19.6
2024-04-21,F3,20.67,1464.85,1153.23,21.27
2024-04-22,F3,18.07,1554.69,1252.88,19.41
2024-04-23,F3,23.07,1614.01,1245.55,22.83
2024-04-24,F3,20.47,1513.19,1184.62,21.71
2024-04-25,F3,17.47,1446.57,1153.18,20.28
2024-04-26,F3,19.44,1420.07,1074.36,24.34
2024-04-27,F3,19.68,1502.67,1150.1,23.46
2024-04-28,F3,22.3,1471.65,1115.23,24.22
2024-04-29,F3,17.06,1476.93,1143.95,22.55
2024-04-30,F3,16.08,1477.94,1141.49,22.77
2024-05-01,F3,18.29,1400.73,1090.38,22.16
2024-05-02,F3,15.59,1420.45,1148.38,19.15
2024-05-03,F3,16.58,1380.23,1105.85,19.88
2024-05-04,F3,19.82,1410.15,1115.13,20.92
2024-05-05,F3,18.29,1393.12,1093.73,21.49
2024-05-06,F3,21.61,1461.72,1158.51,20.74
2024-05-07,F3,19.03,1448.23,1095.5,24.36
2024-05-08,F3,16.31,1457.83,1119.89,23.18
2024-05-09,F3,13.77,1449.82,1156.83,20.21
2024-05-10,F3,13.36,1430.76,1115.38,22.04
2024-05-11,F3,14.68,1421.2,1151.31,18.99
2024-05-12,F3,17.93,1492.87,1150.31,22.95
2024-05-13,F3,18.56,1434.26,1129.38,21.26
2024-05-14,F3,15.95,1528.64,1248.17,18.35
2024-05-15,F3,14.04,1489.53,1164.54,21.82
2024-05-16,F3,16.27,1527.01,1203.48,21.19
2024-05-17,F3,17.45,1528.92,1192.57,22.0
2024-05-18,F3,15.31,1488.12,1185.92,20.31
2024-05-19,F3,19.8,1490.08,1151.98,22.69
2024-05-20,F3,16.56,1427.13,1110.44,22.19
2024-05-21,F3,11.61,1410.28,1064.59,24.51
2024-05-22,F3,11.87,1407.23,1148.79,18.36
2024-05-23,F3,16.9,1454.75,1162.56,20.09
2024-05-24,F3,16.47,1458.7,1154.59,20.85
2024-05-25,F3,13.15,1413.71,1118.97,20.85
2024-05-26,F3,14.14,1449.98,869.83,40.01
2024-05-27,F3,13.58,1443.86,1165.26,19.3
2024-05-28,F3,16.47,1579.08,1224.57,22.45
2024-05-29,F3,13.42,1422.61,1116.76,21.5
2024-05-30,F3,13.76,1415.68,1127.61,20.35
2024-05-31,F3,8.77,1478.71,1189.11,19.58
2024-06-01,F3,10.39,1474.66,1186.89,19.51
2024-06-02,F3,12.84,1493.12,1203.99,19.36
2024-06-03,F3,12.76,1390.37,1103.51,20.63
2024-06-04,F3,10.06,1510.59,1147.53,24.03
2024-06-05,F3,9.73,1439.35,1135.61,21.1
2024-06-06,F3,14.77,1411.89,1147.25,18.74
2024-06-07,F3,10.96,1453.09,1229.7,15.37
2024-06-08,F3,12.98,1451.17,1126.04,22.4
2024-06-09,F3,13.08,1562.46,1245.09,20.31
2024-06-10,F3,7.32,1413.35,1140.62,19.3
2024-06-11,F3,8.51,1434.77,1123.85,21.67
2024-06-12,F3,8.56,1444.07,1166.78,19.2
2024-06-13,F3,6.1,1457.42,1207.34,17.16
2024-06-14,F3,10.98,1530.97,1227.62,19.81
2024-06-15,F3,10.38,1355.88,1107.06,18.35
2024-06-16,F3,7.91,1444.15,1175.28,18.62
2024-06-17,F3,6.59,1528.37,1200.87,21.43
2024-06-18,F3,10.31,1448.95,1165.81,19.54
2024-06-19,F3,10.2,1471.36,1000.66,31.99
2024-06-20,F3,7.66,1501.07,1165.18,22.38
2024-06-21,F3,2.02,1444.53,1181.96,18.18
2024-06-22,F3,6.23,1378.23,1060.09,23.08
2024-06-23,F3,5.83,1397.14,1039.17,25.62
2024-06-24,F3,10.41,1530.99,1246.01,18.61
2024-06-25,F3,6.29,1419.01,1092.56,23.01
2024-06-26,F3,6.41,1426.81,1110.64,22.16
2024-06-27,F3,4.12,1369.93,1081.39,21.06
2024-06-28,F3,3.25,1428.85,1210.67,15.27
2024-06-29,F3,5.21,1545.99,1204.65,22.08
2024-06-30,F3,4.47,1415.76,1142.7,19.29
2024-07-01,F3,5.45,1433.82,1137.45,20.67
2024-07-02,F3,-0.36,1517.51,1270.14,16.3
2024-07-03,F3,2.84,1470.02,1167.12,20.6
2024-07-04,F3,2.22,1409.36,1097.01,22.16
2024-07-05,F3,2.63,1476.89,1150.31,22.11
2024-07-06,F3,4.87,1390.73,1121.51,19.36
2024-07-07,F3,8.6,1467.09,1169.78,20.27
2024-07-08,F3,-1.34,1543.62,1210.64,21.57
2024-07-09,F3,0.81,1435.43,1092.78,23.87
2024-07-10,F3,4.1,1459.55,1171.18,19.76
2024-07-11,F3,2.45,1500.44,1155.75,22.97
2024-07-12,F3,3.04,1413.28,1126.87,20.27
2024-07-13,F3,0.99,1456.23,1123.36,22.86
2024-07-14,F3,1.18,1400.02,1093.69,21.88
2024-07-15,F3,-1.12,1499.79,1180.86,21.26
2024-07-16,F3,1.42,1406.09,1092.25,22.32
2024-07-17,F3,-1.28,1538.3,1170.09,23.94
2024-07-18,F3,-0.08,1526.75,1212.54,20.58
2024-07-19,F3,-2.08,1569.07,1268.13,19.18
2024-07-20,F3,-2.21,1496.84,1202.29,19.68
2024-07-21,F3,1.73,1508.38,1249.8,17.14
2024-07-22,F3,1.53,1495.06,1212.82,18.88
2024-07-23,F3,-1.04,1554.04,1265.63,18.56
2024-07-24,F3,0.31,1444.4,1095.87,24.13
2024-07-25,F3,0.77,1446.7,1106.65,23.5
2024-07-26,F3,-1.39,1436.31,1147.72,20.09
2024-07-27,F3,-2.64,1588.61,1210.17,23.82
2024-07-28,F3,-1.62,1452.52,1126.11,22.47
2024-07-29,F3,-2.3,1548.07,1200.99,22.42
2024-07-30,F3,-3.18,1557.75,1173.71,24.65
2024-07-31,F3,-2.81,1555.98,1227.65,21.1
2024-08-01,F3,-2.59,1472.87,1193.48,18.97
2024-08-02,F3,2.6,1400.1,1143.45,18.33
2024-08-03,F3,-1.71,1519.72,1210.42,20.35
2024-08-04,F3,0.9,1374.75,1140.03,17.07
2024-08-05,F3,-6.6,1761.6,1373.15,22.05
2024-08-06,F3,-1.04,1582.82,1257.62,20.55
2024-08-07,F3,-8.63,1778.71,1420.87,20.12
2024-08-08,F3,-1.99,1595.38,1265.22,20.69
2024-08-09,F3,-2.23,1542.84,1204.95,21.9
2024-08-10,F3,-0.52,1400.69,1120.44,20.01
2024-08-11,F3,-5.08,1591.87,1243.01,21.92
2024-08-12,F3,-3.34,1623.19,1344.74,17.15
2024-08-13,F3,-5.22,1612.25,1217.36,24.49
2024-08-14,F3,-7.2,1780.66,1401.88,21.27
2024-08-15,F3,-8.15,1734.25,1359.11,21.63
2024-08-16,F3,-6.5,1737.07,1353.51,22.08
2024-08-17,F3,-3.27,1656.89,1342.53,18.97
2024-08-18,F3,-5.24,1656.66,1367.89,17.43
2024-08-19,F3,-5.63,1725.38,1315.56,23.75
2024-08-20,F3,-5.48,1659.56,1348.16,18.76
2024-08-21,F3,-8.27,1811.29,1461.41,19.32
2024-08-22,F3,-4.08,1591.84,1276.96,19.78
2024-08-23,F3,-12.18,1914.63,1517.57,20.74
2024-08-24,F3,-9.79,1829.46,1426.09,22.05
2024-08-25,F3,-6.19,1747.53,1428.68,18.25
2024-08-26,F3,-5.83,1640.18,1320.25,19.51
2024-08-27,F3,-8.46,1792.16,1388.75,22.51
2024-08-28,F3,-8.22,1829.49,1484.79,18.84
2024-08-29,F3,-9.05,1871.17,1521.65,18.68
2024-08-30,F3,-9.34,1831.96,1460.5,20.28
2024-08-31,F3,-10.61,1952.21,1585.68,18.77
2024-09-01,F3,-9.9,1823.84,1136.66,37.68
2024-09-02,F3,-9.65,1844.38,1544.18,16.28
2024-09-03,F3,-10.71,1828.64,1421.5,22.26
2024-09-04,F3,-7.78,1797.84,1492.52,16.98
2024-09-05,F3,-8.18,1729.54,1415.26,18.17
2024-09-06,F3,-8.52,1812.96,1383.65,23.68
2024-09-07,F3,-5.22,1682.47,1310.36,22.12
2024-09-08,F3,-6.52,1762.47,1101.21,37.52
2024-09-09,F3,-6.6,1655.44,1292.65,21.92
2024-09-10,F3,-11.88,1863.82,1405.11,24.61
2024-09-11,F3,-6.69,1744.1,1419.84,18.59
2024-09-12,F3,-6.46,1658.31,1266.57,23.62
2024-09-13,F3,-9.09,1780.41,1345.59,24.42
2024-09-14,F3,-9.16,1725.66,1180.93,31.57
2024-09-15,F3,-7.73,1674.1,1148.63,31.39
2024-09-16,F3,-7.25,1766.95,1394.83,21.06
2024-09-17,F3,-8.48,1814.29,1044.96,42.4
2024-09-18,F3,-7.18,1705.06,1318.37,22.68
2024-09-19,F3,-10.8,1859.48,1501.89,19.23
2024-09-20,F3,-13.39,1899.89,1201.99,36.73
2024-09-21,F3,-12.99,1930.67,1509.39,21.82
2024-09-22,F3,-8.7,1745.04,1378.44,21.01
2024-09-23,F3,-10.46,1800.25,1425.41,20.82
2024-09-24,F3,-7.7,1820.99,1420.41,22.0
2024-09-25,F3,-10.34,1939.04,1531.95,20.99
2024-09-26,F3,-8.55,1823.29,1420.88,22.07
2024-09-27,F3,-10.25,1795.92,1341.12,25.32
2024-09-28,F3,-10.93,1820.24,1429.25,21.48
2024-09-29,F3,-9.49,1742.0,1385.55,20.46
2024-09-30,F3,-9.51,1884.77,1595.79,15.33
2024-10-01,F3,-7.13,1724.37,1391.94,19.28
2024-10-02,F3,-9.45,1728.3,1407.64,18.55
2024-10-03,F3,-13.66,2064.69,1651.14,20.03
2024-10-04,F3,-11.18,1925.11,1623.12,15.69
2024-10-05,F3,-8.11,1797.63,1421.59,20.92
2024-10-06,F3,-13.32,2033.12,1674.52,17.64
2024-10-07,F3,-11.46,1920.48,1490.26,22.4
2024-10-08,F3,-7.92,1825.28,1447.02,20.72
2024-10-09,F3,-8.28,1782.93,1368.98,23.22
2024-10-10,F3,-5.04,1656.5,1361.76,17.79
2024-10-11,F3,-8.99,1809.59,1452.58,19.73
2024-10-12,F3,-13.77,2078.41,1624.08,21.86
2024-10-13,F3,-12.75,1984.77,1582.83,20.25
2024-10-14,F3,-11.08,1881.23,1498.21,20.36
2024-10-15,F3,-10.28,1861.14,1510.5,18.84
2024-10-16,F3,-5.82,1714.8,1393.01,18.77
2024-10-17,F3,-8.24,1734.68,1331.36,23.25
2024-10-18,F3,-8.86,1839.52,1412.61,23.21
2024-10-19,F3,-10.27,1953.8,1592.36,18.5
2024-10-20,F3,-6.03,1704.58,1348.87,20.87
2024-10-21,F3,-7.34,1714.14,1323.89,22.77
2024-10-22,F3,-14.33,2002.77,1650.68,17.58
2024-10-23,F3,-8.04,1808.86,1419.59,21.52
2024-10-24,F3,-10.04,1860.92,1472.57,20.87
2024-10-25,F3,-6.73,1760.17,1388.79,21.1
2024-10-26,F3,-10.29,1887.4,1508.82,20.06
2024-10-27,F3,-6.95,1727.42,1363.45,21.07
2024-10-28,F3,-7.97,1734.5,1431.23,17.48
2024-10-29,F3,-7.19,1704.54,1354.04,20.56
2024-10-30,F3,-7.08,1800.76,1388.2,22.91
2024-10-31,F3,-10.14,1816.45,1391.04,23.42
2024-11-01,F3,-8.04,1715.66,1363.48,20.53
2024-11-02,F3,-8.44,1791.06,1361.88,23.96
2024-11-03,F3,-8.05,1810.45,1138.95,37.09
